,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Price
4070,2014,2.0,127637,4.0,0,1098
4071,2015,2.5,173101,4.0,12,1568
4072,2010,0.7,77000,4.0,10,9408
4073,2015,1.5,31000,4.0,4,31424
4074,2014,1.5,157988,4.0,4,13764
4075,2009,2.5,130000,4.0,8,12544
4076,2013,1.8,71000,4.0,0,27911
4077,2020,2.0,6631,4.0,4,90919
4078,2016,1.6,94300,4.0,4,32973
4079,2015,2.0,539937,4.0,4,12544
4080,2012,2.7,394069,4.0,12,627
4081,2013,2.0,186872,4.0,4,14746
4082,2013,2.0,141000,4.0,8,21012
4083,2012,3.0,145227,6.0,12,157
4084,2016,2.0,64000,4.0,6,84675
4085,2001,2.2,200543,6.0,2,8467
4086,2012,3.5,174253,6.0,12,157
4087,1996,1.6,170000,4.0,2,2000
4088,2007,3.5,238400,6.0,8,17562
4089,2010,3.5,76000,6.0,8,39201
4090,1999,2.0,165000,4.0,6,7840
4091,2011,2.0,161830,4.0,4,13523
4092,2016,1.6,181997,4.0,0,2117
4093,2014,2.0,129445,4.0,10,13172
4094,2001,3.2,235000,6.0,8,3763
4095,2018,1.4,12532,4.0,8,16621
4096,2009,3.3,251278,6.0,12,7997
4097,2015,2.5,193000,4.0,12,27911
4098,2015,1.5,154691,4.0,4,7828
4099,2009,1.8,200000,4.0,0,14740
4100,2008,3.5,210000,6.0,8,24462
4101,2004,4.4,121000,8.0,8,15681
4102,2014,2.0,100037,4.0,12,941
4103,2011,1.8,119000,4.0,0,24775
4104,2013,2.0,130000,4.0,6,27284
4105,2014,1.8,185334,4.0,11,862
4106,2017,1.6,22607,4.0,4,25032
4107,2013,1.8,0,4.0,0,470
4108,2016,1.4,58000,4.0,12,19757
4109,2014,1.8,138838,4.0,12,4391
4110,2006,1.8,150000,4.0,4,10349
4111,2013,2.0,185000,4.0,4,33230
4112,2012,1.8,23000,4.0,4,15681
4113,2011,3.5,186542,6.0,12,2038
4114,2012,2.5,62234,4.0,4,18660
4115,2014,1.8,59000,4.0,9,20385
4116,2012,2.0,112210,4.0,12,549
4117,2013,2.5,83000,4.0,10,29479
4118,2010,3.5,186005,6.0,12,13328
4119,2019,3.0,36000,6.0,12,250
4120,2011,2.5,180000,4.0,4,19657
4121,2010,1.6,157730,4.0,4,10986
4122,2004,2.4,197000,4.0,6,7213
4123,2015,2.0,73323,4.0,12,157
4124,2015,1.4,65000,4.0,12,27911
4125,2019,2.5,22400,6.0,10,23521
4126,2011,1.8,200200,4.0,12,2979
4127,2012,2.5,156518,4.0,12,3607
4128,2019,2.0,21659,4.0,12,4391
4129,2016,4.6,254805,8.0,12,941
4130,2015,2.0,509454,4.0,4,12425
4131,2015,2.0,45000,6.0,6,49237
4132,2016,2.5,72678,4.0,6,21012
4133,2018,2.0,61640,4.0,4,56513
4134,2009,2.4,300000,4.0,0,17876
4135,2012,2.4,93816,4.0,0,282
4136,2016,2.4,113771,4.0,7,38260
4137,2013,1.8,100000,4.0,8,45
4138,2010,1.0,95000,3.0,2,10349
4139,2013,2.0,69813,4.0,12,392
4140,2016,2.0,121098,4.0,4,48048
4141,2007,2.0,249600,4.0,6,12544
4142,2000,2.4,19000,6.0,4,10036
4143,2007,2.2,296000,4.0,2,23204
4144,2015,2.0,28633,4.0,4,21796
4145,2012,1.6,108900,4.0,4,20209
4146,2017,2.5,47301,4.0,12,7056
4147,2008,4.7,263190,8.0,0,862
4148,2015,2.0,732232,4.0,4,12544
4149,2014,2.5,109798,4.0,12,5488
4150,2017,1.8,0,4.0,12,470
4151,2008,2.5,92605,4.0,4,15681
4152,2011,2.0,171340,4.0,4,17054
4153,2015,1.8,154045,4.0,12,392
4154,2009,1.4,147600,4.0,4,10349
4155,2016,1.7,62232,4.0,4,40224
4156,2014,1.8,90000,4.0,12,23000
4157,2008,2.2,210000,4.0,8,27911
4158,2009,1.8,140000,4.0,2,16308
4159,2001,2.5,165000,6.0,2,6115
4160,2001,2.0,111111,4.0,4,7527
4161,2009,1.3,278400,4.0,6,10349
4162,2013,1.8,98000,4.0,12,20385
4163,2003,3.0,500,6.0,6,3136
4164,2012,2.5,78400,4.0,12,26030
4165,2002,2.5,11111,4.0,6,4200
4166,2016,4.6,45845,8.0,12,25716
4167,2012,3.0,171221,6.0,12,9252
4168,2017,2.0,113697,4.0,4,42717
4169,2014,2.0,148915,4.0,4,31797
4170,2014,2.0,417661,4.0,4,10036
4171,2007,2.0,67558,4.0,4,7188
4172,2002,1.3,131000,4.0,2,8800
4173,2012,1.8,113600,4.0,6,14426
4174,1995,2.0,1111111,6.0,2,4077
4175,2011,3.5,377379,6.0,12,157
4176,2012,2.4,130000,4.0,4,17346
4177,2017,2.0,40000,4.0,10,80
4178,2013,2.7,158870,4.0,12,314
4179,2011,3.0,81000,4.0,12,31988
4180,2019,1.3,6000,4.0,2,12500
4181,2017,2.7,20000,4.0,8,67426
4182,2013,3.5,140800,6.0,0,15681
4183,2014,5.5,42500,8.0,12,125500
4184,2000,1.6,280000,4.0,2,4861
4185,2010,2.5,178330,4.0,12,784
4186,2011,1.5,77000,7.0,12,30
4187,2013,1.8,492642,4.0,12,5175
4188,2015,4.6,188078,8.0,0,941
4189,2013,3.0,135000,6.0,12,62722
4190,2012,1.8,157000,4.0,10,31361
4191,1996,2.0,233000,4.0,6,6272
4192,2015,1.5,45650,4.0,4,25456
4193,2000,2.5,182000,6.0,2,10349
4194,2002,1.5,157000,4.0,4,6899
4195,2011,3.6,84800,6.0,8,36065
4196,2010,2.5,58788,4.0,4,15847
4197,2010,2.0,107374,4.0,4,24709
4198,2012,2.0,132976,4.0,4,24267
4199,2015,1.6,103358,4.0,0,3607
4200,2014,3.0,401128,6.0,0,4704
4201,1995,2.4,239000,4.0,2,7370
4202,2011,3.5,119379,6.0,12,16621
4203,2017,2.5,32000,4.0,10,32929
4204,2011,2.0,193926,4.0,4,20005
4205,2012,1.5,128000,4.0,8,15053
4206,1999,1.8,214500,4.0,4,10976
4207,2003,1.9,70000,4.0,4,7213
4208,2018,2.5,20930,4.0,4,66197
4209,2014,2.5,118582,4.0,12,16308
4210,2004,1.3,175000,4.0,0,7840
4211,2015,3.0,92000,6.0,8,92515
4212,2013,2.5,124184,4.0,12,392
4213,2018,1.6,14661,4.0,4,61521
4214,2014,2.0,97700,4.0,4,41811
4215,2007,1.6,114540,4.0,4,11704
4216,2014,1.6,80856,4.0,4,28241
4217,2012,3.0,116722,6.0,12,470
4218,2010,1.3,0,4.0,4,12544
4219,2012,1.8,87646,4.0,8,12388
4220,2017,2.5,96093,4.0,12,470
4221,2000,2.0,206586,6.0,2,3700
4222,2011,2.0,151186,4.0,4,26475
4223,2010,2.2,185987,4.0,4,19309
4224,2000,2.5,199866,6.0,8,6899
4225,2012,2.4,146367,4.0,4,20237
4226,2013,2.0,47232,4.0,4,8634
4227,2017,2.0,60000,4.0,8,24462
4228,2014,1.8,101526,4.0,12,941
4229,2014,1.5,138000,4.0,4,13946
4230,2011,1.8,489584,4.0,12,5018
4231,2007,2.0,216000,4.0,8,10976
4232,2003,2.5,190000,6.0,6,9408
4233,2003,5.0,0,8.0,12,14740
4234,2016,2.5,15000,4.0,12,37633
4235,2013,2.5,90672,4.0,12,3920
4236,2012,1.4,165000,4.0,10,11604
4237,2012,4.6,255406,8.0,0,54568
4238,2012,1.6,132421,4.0,4,20005
4239,2013,2.0,174941,4.0,12,2117
4240,2015,5.0,57381,8.0,12,5959
4241,2008,3.3,224629,6.0,12,8154
4242,2011,1.8,152000,4.0,8,12544
4243,2010,1.8,88265,4.0,10,18814
4244,2014,2.5,10400,4.0,8,25716
4245,2008,3.0,171928,6.0,12,25089
4246,2015,4.4,144126,8.0,12,9565
4247,2011,2.0,199569,4.0,4,20005
4248,2010,1.8,421546,4.0,12,862
4249,2016,3.0,70782,6.0,12,25089
4250,2016,3.5,38400,6.0,6,47042
4251,2013,1.5,181000,4.0,3,18503
4252,2009,1.6,149692,4.0,4,5175
4253,2017,1.4,77434,4.0,12,392
4254,2007,2.0,63558,4.0,4,8311
4255,2017,1.5,20147,4.0,4,60000
4256,2012,3.0,70994,6.0,0,34811
4257,2010,1.3,173000,4.0,8,12544
4258,2011,3.0,155058,6.0,12,549
4259,2009,1.9,160000,6.0,6,14113
4260,2012,3.0,137235,4.0,4,15524
4261,2014,2.4,81000,4.0,8,22894
4262,2010,1.8,267165,4.0,12,392
4263,2013,2.0,153590,4.0,12,627
4264,2016,2.5,157802,4.0,10,26343
4265,2016,2.0,129388,4.0,4,43394
4266,2018,2.5,35058,4.0,12,18817
4267,2013,2.5,109000,4.0,10,27284
4268,2014,1.6,102000,4.0,4,25889
4269,2016,1.6,49068,4.0,4,17227
4270,2014,2.5,133000,4.0,10,22580
4271,2012,2.0,179421,4.0,4,25810
4272,2018,2.5,35058,4.0,12,18817
4273,2011,3.0,125480,6.0,12,549
4274,2017,2.5,127549,4.0,12,3136
4275,2009,5.5,123000,8.0,8,300
4276,2012,3.0,145227,6.0,12,157
4277,2017,1.6,72924,4.0,4,39458
4278,2015,3.5,71939,6.0,12,3293
4279,2010,1.8,256966,4.0,12,627
4280,2012,2.5,130000,4.0,12,18817
4281,2016,3.5,27038,6.0,12,392
4282,2016,2.0,49222,4.0,12,1254
4283,2013,2.0,167333,4.0,4,24625
4284,2016,3.5,0,6.0,12,34811
4285,2017,1.4,78837,4.0,12,157
4286,2016,2.0,120000,4.0,4,39603
4287,2009,2.5,272000,4.0,6,20385
4288,2006,1.5,222000,4.0,10,11917
4289,2008,4.7,218126,8.0,0,282
4290,2001,2.4,0,6.0,6,8500
4291,2012,3.5,68200,6.0,10,45473
4292,2014,2.5,107483,4.0,4,32744
4293,2009,1.6,38413,4.0,4,6595
4294,2012,4.7,134000,8.0,8,62408
4295,2010,1.6,121263,4.0,4,15866
4296,2012,3.0,147000,6.0,10,37633
4297,2003,3.7,321600,6.0,0,12231
4298,2007,4.8,248000,8.0,0,32929
4299,2011,3.5,124003,6.0,12,1411
4300,2016,2.2,102066,4.0,4,46809
4301,2015,2.8,64329,4.0,4,82097
4302,2012,1.5,115000,4.0,4,14113
4303,2013,1.6,188800,4.0,10,14897
4304,2015,3.6,168621,6.0,12,392
4305,2011,2.0,163374,4.0,4,15257
4306,2014,2.4,107300,4.0,10,204
4307,2010,2.5,110000,4.0,10,13485
4308,2002,1.3,18000,4.0,2,40
4309,2001,1.9,200000,4.0,4,7527
4310,2014,1.8,112000,4.0,6,14113
4311,2014,2.0,97970,4.0,12,25089
4312,2013,2.0,160000,4.0,8,29793
4313,2015,2.0,59000,4.0,12,40456
4314,2019,1.5,5124,4.0,10,22580
4315,2013,2.0,162558,4.0,4,12777
4316,2019,2.5,30296,4.0,12,21326
4317,1994,1.6,270000,4.0,2,3800
4318,2013,2.5,0,4.0,6,14740
4319,2014,2.4,11000,4.0,12,17876
4320,2014,1.8,107155,4.0,12,1725
4321,2012,2.5,83658,4.0,12,13172
4322,2010,2.0,149608,4.0,4,15718
4323,2018,2.5,19000,4.0,11,32929
4324,2014,2.0,133923,4.0,4,21987
4325,2016,2.0,114066,4.0,4,41720
4326,2017,1.6,27067,4.0,4,24148
4327,2000,2.0,267583,4.0,4,8467
4328,2008,1.7,38181,1.0,0,7840
4329,2013,2.5,232032,4.0,12,392
4330,2012,2.5,120000,4.0,8,12544
4331,2000,2.5,3538,6.0,0,5018
4332,1998,2.5,220000,6.0,0,7840
4333,2013,1.8,121000,4.0,8,18817
4334,2010,2.5,215000,4.0,0,20000
4335,2008,1.7,238075,4.0,8,7700
4336,2012,1.8,87500,4.0,10,17249
4337,2014,2.4,47000,4.0,6,22580
4338,2014,3.5,52142,6.0,12,549
4339,2012,2.0,0,4.0,2,16621
4340,2014,2.0,268046,4.0,4,10036
4341,2012,1.8,186000,4.0,10,18189
4342,2011,1.8,122302,4.0,12,706
4343,2007,1.3,180000,4.0,2,10349
4344,2019,1.3,3800,4.0,4,20000
4345,2011,2.4,63570,4.0,4,29087
4346,2012,2.4,226814,4.0,0,282
4347,2016,3.5,118133,6.0,12,470
4348,2016,2.5,136518,4.0,0,784
4349,2014,4.0,98446,8.0,12,549
4350,2015,1.7,279276,4.0,4,27174
4351,2012,4.6,229334,8.0,0,52059
4352,2007,1.5,165000,4.0,0,7527
4353,2010,2.0,171157,4.0,4,20883
4354,2019,2.5,35541,4.0,12,549
4355,2016,1.6,79845,4.0,4,25299
4356,2010,2.0,178000,4.0,4,23521
4357,2006,1.3,112000,4.0,2,4300
4358,2016,1.6,64841,4.0,4,43868
4359,2012,1.8,197589,4.0,12,549
4360,2019,2.5,39552,4.0,12,251
4361,2005,3.5,279000,6.0,8,14426
4362,2013,2.4,216208,4.0,0,1176
4363,2010,2.0,118133,4.0,4,18826
4364,2012,1.4,237000,4.0,8,23521
4365,2012,1.0,39876,4.0,4,7370
4366,2005,1.3,0,4.0,4,30
4367,1997,2.0,80000,4.0,8,5331
4368,1998,1.8,240000,4.0,4,7840
4369,2008,3.3,318467,6.0,12,251
4370,2015,1.8,91103,4.0,8,13485
4371,1997,2.5,423232,6.0,10,7213
4372,2018,1.0,0,3.0,4,15000
4373,2013,2.0,148000,4.0,5,13485
4374,2012,2.0,36545,4.0,4,8311
4375,2010,4.6,260771,8.0,0,46728
4376,2008,2.5,64459,4.0,4,8467
4377,2014,1.8,53000,4.0,8,18817
4378,2013,2.4,0,4.0,8,18817
4379,2018,2.5,44845,4.0,12,470
4380,2010,2.5,63500,4.0,5,35124
4381,2004,3.0,200000,6.0,0,15053
4382,2015,2.5,76000,4.0,4,48610
4383,2015,2.5,182302,4.0,12,862
4384,2013,1.5,145000,4.0,8,10349
4385,1997,1.6,9300,4.0,2,400
4386,2006,1.5,118000,4.0,2,11917
4387,2010,2.5,49140,4.0,4,15367
4388,2013,1.8,207606,4.0,12,9408
4389,2013,1.8,69000,4.0,12,11290
4390,2008,1.6,185000,4.0,6,8467
4391,2012,3.5,152679,6.0,12,20385
4392,2006,2.7,210000,6.0,10,34500
4393,2012,3.5,140966,6.0,12,23521
4394,2015,2.0,603446,4.0,4,9252
4395,2013,1.6,163000,4.0,4,19121
4396,2001,2.0,188000,6.0,9,9095
4397,2013,2.5,132000,4.0,10,31361
4398,2002,3.0,201000,6.0,8,11917
4399,2012,2.0,155000,12.0,12,21012
4400,2010,1.6,51994,4.0,4,16571
4401,2012,2.0,134000,4.0,12,16308
4402,2007,1.7,160000,4.0,12,13485
4403,2011,1.8,122302,4.0,0,6586
4404,2014,1.5,106000,4.0,0,10663
4405,2014,1.8,339710,4.0,12,14113
4406,2016,2.0,80486,4.0,12,188
4407,2009,1.5,142426,4.0,12,1882
4408,2013,2.5,208000,4.0,12,110
4409,2012,1.8,174106,4.0,0,1490
4410,2015,1.8,120000,4.0,6,17249
4411,1984,5.0,100000,6.0,0,4704
4412,2012,2.4,133162,4.0,12,706
4413,2018,1.4,21000,4.0,10,28100
4414,2007,2.5,262000,6.0,6,16621
4415,2013,2.0,106675,4.0,4,8938
4416,2008,4.7,263190,8.0,0,862
4417,2012,2.5,161530,4.0,12,784
4418,2017,4.6,0,8.0,0,110
4419,2009,2.0,134500,4.0,8,11604
4420,2012,3.8,94055,4.0,4,17249
4421,2009,1.8,230000,4.0,2,9722
4422,2013,1.5,41000,4.0,6,9095
4423,2002,5.0,25500,8.0,12,15053
4424,2019,2.0,24302,4.0,12,13172
4425,2012,2.0,136000,4.0,10,9408
4426,2011,2.4,157000,4.0,6,15681
4427,2000,4.4,180351,8.0,8,14113
4428,2012,2.4,40103,4.0,4,14113
4429,2010,1.8,408997,4.0,12,392
4430,2016,2.0,49454,4.0,4,54458
4431,1999,0.6,142000,4.0,2,4704
4432,2015,2.0,574647,4.0,4,9722
4433,2015,2.0,116923,4.0,8,8467
4434,2016,2.5,67429,4.0,0,12388
4435,2017,2.0,105600,4.0,8,18817
4436,2000,3.2,260000,6.0,10,10976
4437,2013,1.5,77000,4.0,0,13485
4438,2004,2.0,176000,4.0,12,11604
4439,2010,3.0,141200,4.0,12,20071
4440,2015,4.6,106918,8.0,0,47042
4441,2011,1.6,0,4.0,0,470
4442,2018,3.0,49122,6.0,12,37947
4443,2014,2.5,117466,4.0,4,34673
4444,2016,1.6,37405,4.0,4,19736
4445,2009,3.3,420550,6.0,12,12074
4446,2011,1.4,132000,4.0,8,15681
4447,2010,3.5,148661,6.0,12,941
4448,2010,3.5,205968,6.0,12,1646
4449,1998,2.0,213000,4.0,4,4704
4450,2015,2.4,66100,4.0,12,17876
4451,2002,2.0,155000,4.0,2,7840
4452,2014,1.5,66000,4.0,4,17562
4453,2015,1.8,51678,4.0,4,16559
4454,2017,2.0,65659,4.0,4,47989
4455,2006,1.3,190000,4.0,4,8624
4456,2013,2.0,43000,4.0,4,45376
4457,2003,1.2,234313,4.0,4,6800
4458,2010,2.5,136139,4.0,12,392
4459,2018,2.4,67165,4.0,12,4077
4460,2012,2.4,113000,4.0,8,21326
4461,2010,1.6,128965,4.0,4,12585
4462,2008,3.3,334414,6.0,12,12544
4463,2010,2.2,190000,4.0,4,15994
4464,2006,2.0,98345,4.0,4,14426
4465,2016,4.6,155976,8.0,0,81539
4466,2010,1.8,97000,4.0,8,14500
4467,2011,3.0,112000,6.0,12,32929
4468,2018,1.5,35039,4.0,4,41867
4469,2004,2.2,312000,4.0,4,5000
4470,2015,1.6,97382,4.0,4,15612
4471,2012,3.0,103458,6.0,0,8154
4472,2017,2.4,0,4.0,0,18503
4473,2009,2.8,195071,4.0,4,43360
4474,2016,2.0,127000,4.0,6,42337
4475,2014,2.5,53310,4.0,12,8938
4476,2013,2.5,225510,4.0,12,941
4477,2014,2.0,162032,4.0,0,706
4478,2010,3.5,205968,6.0,12,706
4479,2013,1.6,88000,4.0,0,31361
4480,2016,1.6,79420,4.0,4,25889
4481,2015,4.6,106918,8.0,0,47042
4482,2015,2.4,60000,4.0,10,21012
4483,2015,2.0,93000,4.0,4,38737
4484,2013,2.0,46721,4.0,4,9252
4485,2014,2.0,65376,4.0,4,14113
4486,2013,2.0,145000,4.0,8,28852
4487,2002,1.8,199000,4.0,0,2200
4488,2010,1.5,110000,4.0,12,15367
4489,2015,0.2,119394,4.0,12,3293
4490,2012,1.5,147698,4.0,8,12231
4491,2010,2.5,124850,4.0,4,14081
4492,2015,1.5,102506,4.0,6,21953
4493,2010,2.0,120682,4.0,4,14686
4494,2012,1.5,95000,4.0,6,15053
4495,2010,2.0,193488,4.0,4,21357
4496,2012,1.6,108042,4.0,4,18826
4497,2011,3.0,103000,6.0,6,51432
4498,2014,1.6,60000,4.0,6,23834
4499,2016,2.5,117671,4.0,4,49459
4500,2019,2.5,39552,4.0,12,251
4501,2018,2.5,127515,4.0,12,9722
4502,2018,1.5,2000,4.0,4,42538
4503,2014,2.0,163472,4.0,4,40983
4504,2010,1.6,52418,4.0,4,18240
4505,2006,1.3,14000,4.0,2,50
4506,1991,1.6,10000,4.0,0,9408
4507,2010,3.3,226198,6.0,12,1725
4508,2013,2.0,135383,4.0,12,11133
4509,2013,2.4,130000,4.0,6,18660
4510,2015,1.4,96102,4.0,8,19287
4511,2017,3.5,39814,6.0,0,4077
4512,2012,2.0,115412,4.0,4,30828
4513,2008,3.3,269013,6.0,12,549
4514,2010,1.3,203200,4.0,6,14113
4515,2019,2.0,39221,4.0,12,549
4516,2011,3.5,377379,6.0,12,157
4517,2014,2.4,0,4.0,0,6429
4518,2014,2.0,54112,4.0,4,11259
4519,2017,2.4,77766,4.0,12,6586
4520,2019,2.0,43598,4.0,4,73714
4521,2016,2.0,71191,4.0,7,18817
4522,2018,2.4,44240,4.0,12,11290
4523,2012,1.8,135200,4.0,9,25716
4524,2016,2.0,80700,4.0,4,35071
4525,2013,2.0,53000,4.0,4,7683
4526,2000,3.2,164400,6.0,8,9722
4527,2017,3.0,51824,6.0,12,37947
4528,2011,2.0,208000,4.0,4,20385
4529,2010,2.4,204800,4.0,6,13900
4530,2017,2.5,100900,4.0,4,38016
4531,2014,2.4,195987,4.0,12,251
4532,2014,2.5,179381,4.0,12,11133
4533,2004,1.3,134499,4.0,4,6586
4534,2016,1.6,96000,4.0,12,51746
4535,2014,2.0,77349,4.0,12,5018
4536,2013,2.5,160000,4.0,16,15053
4537,2012,3.0,160000,6.0,12,24148
4538,2015,1.4,75200,4.0,8,11917
4539,2012,1.5,152000,4.0,8,17876
4540,2013,1.5,73938,4.0,4,27375
4541,2015,2.0,585977,4.0,4,8154
4542,2015,1.8,171306,4.0,12,784
4543,1998,1.8,0,4.0,3,7840
4544,2005,2.0,98000,4.0,4,3500
4545,2017,1.5,125358,4.0,0,188
4546,2011,3.0,273186,6.0,12,7997
4547,2008,1.5,2700,4.0,6,12544
4548,2012,3.5,185642,6.0,12,5331
4549,2013,1.8,126000,4.0,10,8467
4550,2017,1.5,42642,4.0,4,23659
4551,2012,3.0,116722,6.0,12,470
4552,2016,2.0,458966,4.0,4,19914
4553,2013,1.8,0,4.0,0,188
4554,2011,1.6,159381,4.0,4,19416
4555,2013,2.0,97035,4.0,4,35309
4556,1983,1.6,1000,4.0,0,1700
4557,2006,1.5,129000,4.0,4,8467
4558,2010,6.2,274771,8.0,12,314
4559,2013,3.0,301707,6.0,0,6429
4560,2011,3.5,132630,6.0,12,1725
4561,2014,2.5,154154,4.0,4,32910
4562,2013,1.8,137600,4.0,6,65
4563,2010,1.6,133608,4.0,4,11992
4564,2005,1.5,191558,4.0,2,7840
4565,2011,1.3,95000,4.0,4,9408
4566,2008,4.8,230000,12.0,12,30734
4567,2014,1.5,107000,4.0,12,13956
4568,2016,2.5,168131,4.0,4,34692
4569,2012,3.5,318285,6.0,12,627
4570,2003,5.0,205000,8.0,12,10976
4571,2013,1.4,81064,4.0,12,16308
4572,2013,2.5,145600,5.0,0,10976
4573,2009,3.5,274088,6.0,12,6272
4574,2015,1.8,78000,4.0,8,20385
4575,2013,1.6,125928,4.0,12,784
4576,2014,1.4,138491,4.0,0,3763
4577,2011,2.0,202420,4.0,4,10986
4578,2017,2.7,94262,4.0,12,49237
4579,2010,3.2,102000,6.0,10,21012
4580,2012,2.4,1000,4.0,6,80
4581,2019,3.0,32000,6.0,12,250
4582,2007,3.0,212000,6.0,6,17249
4583,2014,2.0,169024,4.0,4,14426
4584,2013,2.4,101709,4.0,4,27422
4585,2004,1.3,229000,4.0,2,8154
4586,2013,5.7,234683,8.0,12,125
4587,2010,1.8,19000,4.0,6,17562
4588,2012,2.5,162987,5.0,12,392
4589,2019,3.5,18555,6.0,12,26971
4590,2020,2.0,120,4.0,4,88438
4591,2009,1.8,127000,4.0,8,18817
4592,2011,1.6,120000,4.0,4,15612
4593,2008,1.2,236000,4.0,4,9408
4594,2013,2.0,174619,4.0,0,282
4595,2017,4.6,190875,8.0,12,6429
4596,2016,1.5,10409,4.0,4,40346
4597,2011,2.0,115102,4.0,4,22843
4598,2005,3.0,155903,6.0,10,16935
4599,1997,2.0,1972,1.0,0,5331
4600,2010,2.5,134990,4.0,4,12522
4601,2011,3.5,86000,6.0,8,23207
4602,2019,1.6,29450,4.0,12,3763
4603,2011,1.8,256000,4.0,0,45
4604,2001,2.5,140000,6.0,8,11290
4605,2008,1.5,291200,4.0,6,13485
4606,2012,1.3,147000,4.0,6,12858
4607,2004,3.7,3422,6.0,8,300
4608,2017,2.4,17000,6.0,12,39201
4609,2016,2.0,133554,4.0,4,46236
4610,2013,3.5,0,6.0,12,392
4611,2012,2.4,82000,4.0,14,13485
4612,2015,3.5,91899,6.0,12,11133
4613,2016,2.5,123000,4.0,12,23521
4614,2003,4.0,161600,6.0,4,10976
4615,2003,3.0,0,6.0,8,11917
4616,2013,3.7,55858,6.0,12,392
4617,2014,1.3,27083,4.0,4,28078
4618,2014,1.5,80000,4.0,4,11447
4619,2015,1.0,39232,4.0,4,9722
4620,2014,1.5,58100,4.0,0,18189
4621,1994,3.2,200000,6.0,0,43905
4622,2013,1.8,156000,4.0,4,13172
4623,2014,2.0,255784,4.0,4,10036
4624,2014,2.0,50342,4.0,8,26814
4625,2007,2.7,76121,4.0,4,5645
4626,2012,2.5,78000,4.0,8,12231
4627,2011,1.0,179000,3.0,2,9000
4628,2008,4.2,113600,8.0,8,26030
4629,2012,5.5,124000,8.0,12,94083
4630,2011,2.0,155127,4.0,4,15132
4631,2000,3.4,150000,6.0,2,24148
4632,2008,1.5,156000,4.0,3,10976
4633,2011,2.5,168966,4.0,0,3607
4634,2011,3.0,125000,6.0,12,41710
4635,2014,2.5,55811,4.0,12,6272
4636,2011,1.8,15000,4.0,12,17876
4637,2006,1.5,3200,4.0,4,11917
4638,2013,1.0,31288,4.0,4,10036
4639,2002,3.0,174000,6.0,2,11917
4640,2015,2.5,35463,4.0,4,30455
4641,2006,3.0,145000,6.0,8,60
4642,1999,1.6,200000,4.0,4,6272
4643,2010,2.0,211344,4.0,4,11011
4644,2004,3.0,165358,6.0,0,12540
4645,2010,1.8,180000,4.0,6,12544
4646,2017,1.5,81440,4.0,0,784
4647,2000,1.6,195000,4.0,4,7840
4648,2016,1.2,170000,4.0,2,14426
4649,2015,4.6,188078,8.0,0,73071
4650,2012,1.5,158000,4.0,2,14269
4651,2012,1.4,121000,4.0,8,12544
4652,2005,1.8,127000,4.0,3,4861
4653,2016,2.0,89747,4.0,12,2430
4654,2017,2.5,44198,4.0,4,51517
4655,2011,3.0,145000,6.0,12,30420
4656,2016,1.7,30068,4.0,4,32772
4657,2016,2.0,78222,4.0,12,5645
4658,2015,2.0,510853,4.0,4,9252
4659,2015,2.0,102000,4.0,10,15681
4660,2005,1.5,135000,4.0,10,8467
4661,2015,4.6,188078,8.0,0,73071
4662,2012,3.6,99200,6.0,12,58959
4663,2018,1.6,53871,4.0,4,33575
4664,2014,3.3,165355,6.0,12,5645
4665,2017,2.0,43651,4.0,0,47
4666,2007,1.6,117771,4.0,4,11368
4667,1998,1.6,277545,4.0,4,5018
4668,2017,2.5,70907,4.0,12,4077
4669,2010,3.7,280040,6.0,12,1176
4670,2009,1.6,112282,4.0,4,5488
4671,2011,1.0,38799,4.0,4,7213
4672,2015,1.5,39000,4.0,6,15000
4673,2013,1.4,112000,4.0,5,11917
4674,2012,2.5,89000,4.0,12,23521
4675,2009,3.0,170000,6.0,8,21012
4676,2014,2.0,53528,4.0,4,37611
4677,2013,1.8,180000,4.0,0,15681
4678,2001,1.9,200000,4.0,4,7213
4679,2013,2.0,320554,4.0,0,4077
4680,2019,2.0,10610,4.0,12,470
4681,2013,1.8,156477,4.0,12,1019
4682,2010,1.8,118875,4.0,4,9512
4683,2014,2.0,88733,4.0,12,6429
4684,2010,2.0,52997,4.0,4,14897
4685,2015,2.0,389338,4.0,4,9252
4686,2010,2.0,179767,4.0,4,16443
4687,2000,3.2,25500,4.0,6,13485
4688,2018,2.0,41895,4.0,4,73034
4689,2011,1.2,98000,4.0,2,8500
4690,2010,1.8,231003,4.0,10,12388
4691,2011,2.0,112387,4.0,4,15991
4692,2013,1.6,48088,4.0,4,25591
4693,2001,0.6,126000,3.0,6,6272
4694,2010,1.8,408997,4.0,12,470
4695,2011,1.2,58000,4.0,2,6700
4696,2011,1.8,32974,4.0,0,470
4697,2014,1.8,88000,4.0,8,17249
4698,2016,1.5,132528,4.0,12,1098
4699,1999,1.6,151692,4.0,6,7527
4700,2012,1.6,149935,4.0,4,14454
4701,2013,1.8,156800,4.0,12,17876
4702,2015,2.5,140000,4.0,6,29793
4703,2011,1.8,173877,4.0,4,11274
4704,2004,2.4,180000,4.0,2,16621
4705,2012,3.6,111000,6.0,12,61154
4706,2012,2.0,94408,4.0,8,16935
4707,2015,2.0,34328,4.0,4,13956
4708,2005,1.5,243075,4.0,0,10349
4709,2010,4.8,57000,6.0,12,75266
